,feature,weight,std
681,2457,0.0,0.0
682,2454.8,0.0,0.0
683,2383.5,0.0,0.0
684,2379,0.0,0.0
685,2238.9,0.0,0.0
686,2307.6,0.0,0.0
687,2302.9,0.0,0.0
688,2300.6,0.0,0.0
689,2298.3,0.0,0.0
690,2295.9,0.0,0.0
691,2293.6,0.0,0.0
692,2291.2,0.0,0.0
693,2288.9,0.0,0.0
694,2286.5,0.0,0.0
695,2284.1,0.0,0.0
696,2281.8,0.0,0.0
697,2279.4,0.0,0.0
698,2277.1,0.0,0.0
699,2274.7,0.0,0.0
700,2272.3,0.0,0.0
701,2269.9,0.0,0.0
702,2267.6,0.0,0.0
703,2265.2,0.0,0.0
704,2262.8,0.0,0.0
705,2260.4,0.0,0.0
706,2258,0.0,0.0
707,2255.7,0.0,0.0
708,2253.3,0.0,0.0
709,2250.9,0.0,0.0
710,2248.5,0.0,0.0
711,2246.1,0.0,0.0
712,2243.7,0.0,0.0
713,2241.3,0.0,0.0
714,2305.3,0.0,0.0
715,2310,0.0,0.0
716,2376.7,0.0,0.0
717,2312.3,0.0,0.0
718,2374.5,0.0,0.0
719,2372.2,0.0,0.0
720,2369.9,0.0,0.0
721,2367.6,0.0,0.0
722,2365.4,0.0,0.0
723,2363.1,0.0,0.0
724,2360.8,0.0,0.0
725,2358.5,0.0,0.0
726,2356.2,0.0,0.0
727,2353.9,0.0,0.0
728,2351.6,0.0,0.0
729,2349.3,0.0,0.0
730,2347,0.0,0.0
731,2344.7,0.0,0.0
732,2342.4,0.0,0.0
733,2340.1,0.0,0.0
734,2337.8,0.0,0.0
735,2335.5,0.0,0.0
736,2333.2,0.0,0.0
737,2330.9,0.0,0.0
738,2328.6,0.0,0.0
739,2326.3,0.0,0.0
740,2323.9,0.0,0.0
741,2321.6,0.0,0.0
742,2319.3,0.0,0.0
743,2317,0.0,0.0
744,2314.6,0.0,0.0
745,1920.9,0.0,0.0
746,1915.5,0.0,0.0
747,2515.3,0.0,0.0
748,1355.6,0.0,0.0
749,1348.2,0.0,0.0
750,1344.5,0.0,0.0
751,1340.8,0.0,0.0
752,1337.1,0.0,0.0
753,1333.3,0.0,0.0
754,1329.6,0.0,0.0
755,1325.9,0.0,0.0
756,1322.2,0.0,0.0
757,1318.4,0.0,0.0
758,1314.7,0.0,0.0
759,1311,0.0,0.0
760,1307.3,0.0,0.0
761,1303.6,0.0,0.0
762,1299.8,0.0,0.0
763,1296.1,0.0,0.0
764,1292.4,0.0,0.0
765,1288.6,0.0,0.0
766,1284.9,0.0,0.0
767,1281.2,0.0,0.0
768,1277.4,0.0,0.0
769,1273.7,0.0,0.0
770,1269.9,0.0,0.0
771,1266.2,0.0,0.0
772,1262.4,0.0,0.0
773,1258.7,0.0,0.0
774,1255,0.0,0.0
775,1251.2,0.0,0.0
776,1351.9,0.0,0.0
777,1359.3,0.0,0.0
778,1243.7,0.0,0.0
779,1363,0.0,0.0
780,1466.3,0.0,0.0
781,1462.6,0.0,0.0
782,1459,0.0,0.0
783,1455.3,0.0,0.0
784,1451.6,0.0,0.0
785,1447.9,0.0,0.0
786,1444.3,0.0,0.0
787,1436.9,0.0,0.0
788,1433.2,0.0,0.0
789,1429.5,0.0,0.0
790,1425.8,0.0,0.0
791,1422.2,0.0,0.0
792,1418.5,0.0,0.0
793,1414.8,0.0,0.0
794,1411.1,0.0,0.0
795,1407.4,0.0,0.0
796,1403.7,0.0,0.0
797,1400,0.0,0.0
798,1396.3,0.0,0.0
799,1392.6,0.0,0.0
800,1388.9,0.0,0.0
801,1385.2,0.0,0.0
802,1381.6,0.0,0.0
803,1377.8,0.0,0.0
804,1374.1,0.0,0.0
805,1370.4,0.0,0.0
806,1366.7,0.0,0.0
807,1247.5,0.0,0.0
808,1240,0.0,0.0
809,1473.7,0.0,0.0
810,1122.9,0.0,0.0
811,1115.2,0.0,0.0
812,1111.4,0.0,0.0
813,1107.6,0.0,0.0
814,1103.8,0.0,0.0
815,1100,0.0,0.0
816,1096.2,0.0,0.0
817,1092.4,0.0,0.0
818,1088.6,0.0,0.0
819,1084.8,0.0,0.0
820,1080.9,0.0,0.0
821,1077.1,0.0,0.0
822,1073.3,0.0,0.0
823,1069.4,0.0,0.0
824,1065.6,0.0,0.0
825,1061.8,0.0,0.0
826,1058,0.0,0.0
827,1054.1,0.0,0.0
828,1050.3,0.0,0.0
829,1046.5,0.0,0.0
830,1042.6,0.0,0.0
831,1038.8,0.0,0.0
832,1034.9,0.0,0.0
833,1031.1,0.0,0.0
834,1027.3,0.0,0.0
835,1023.4,0.0,0.0
836,1019.6,0.0,0.0
837,1015.7,0.0,0.0
838,1119.1,0.0,0.0
839,1126.7,0.0,0.0
840,1236.2,0.0,0.0
841,1130.5,0.0,0.0
842,1232.4,0.0,0.0
843,1228.7,0.0,0.0
844,1224.9,0.0,0.0
845,1221.2,0.0,0.0
846,1217.4,0.0,0.0
847,1213.7,0.0,0.0
848,1209.9,0.0,0.0
849,1206.1,0.0,0.0
850,1202.3,0.0,0.0
851,1198.6,0.0,0.0
852,1194.8,0.0,0.0
853,1191,0.0,0.0
854,1187.3,0.0,0.0
855,1183.5,0.0,0.0
856,1179.7,0.0,0.0
857,1175.9,0.0,0.0
858,1172.2,0.0,0.0
859,1168.4,0.0,0.0
860,1164.6,0.0,0.0
861,1160.8,0.0,0.0
862,1157,0.0,0.0
863,1153.2,0.0,0.0
864,1149.4,0.0,0.0
865,1145.6,0.0,0.0
866,1141.8,0.0,0.0
867,1138.1,0.0,0.0
868,1134.3,0.0,0.0
869,1470,0.0,0.0
870,1477.3,0.0,0.0
871,1912.8,0.0,0.0
872,1810.6,0.0,0.0
873,1803.4,0.0,0.0
874,1799.8,0.0,0.0
875,1796.2,0.0,0.0
876,1792.6,0.0,0.0
877,1789,0.0,0.0
878,1785.4,0.0,0.0
879,1781.9,0.0,0.0
880,1778.3,0.0,0.0
881,1774.7,0.0,0.0
882,1771.1,0.0,0.0
883,1767.5,0.0,0.0
884,1763.9,0.0,0.0
885,1760.3,0.0,0.0
886,1756.7,0.0,0.0
887,1753.1,0.0,0.0
888,1749.5,0.0,0.0
889,1745.9,0.0,0.0
890,1742.3,0.0,0.0
891,1738.7,0.0,0.0
892,1735.1,0.0,0.0
893,1731.5,0.0,0.0
894,1727.9,0.0,0.0
895,1724.3,0.0,0.0
896,1720.7,0.0,0.0
897,1717.1,0.0,0.0
898,1713.5,0.0,0.0
899,1709.9,0.0,0.0
900,1807,0.0,0.0
901,1814.1,0.0,0.0
902,1702.7,0.0,0.0
903,1817.7,0.0,0.0
904,1910.1,0.0,0.0
905,1907.4,0.0,0.0
906,1904.7,0.0,0.0
907,1902,0.0,0.0
908,1900,0.0,0.0
909,1896.4,0.0,0.0
910,1892.8,0.0,0.0
911,1889.2,0.0,0.0
912,1885.7,0.0,0.0
913,1882.1,0.0,0.0
914,1878.5,0.0,0.0
915,1875,0.0,0.0
916,1871.4,0.0,0.0
917,1867.8,0.0,0.0
918,1864.2,0.0,0.0
919,1860.7,0.0,0.0
920,1857.1,0.0,0.0
921,1853.5,0.0,0.0
922,1849.9,0.0,0.0
923,1846.4,0.0,0.0
924,1842.8,0.0,0.0
925,1839.2,0.0,0.0
926,1835.6,0.0,0.0
927,1832.1,0.0,0.0
928,1828.5,0.0,0.0
929,1824.9,0.0,0.0
930,1821.3,0.0,0.0
931,1706.3,0.0,0.0
932,1699.1,0.0,0.0
933,1481,0.0,0.0
934,1586.9,0.0,0.0
935,1579.6,0.0,0.0
936,1575.9,0.0,0.0
937,1572.3,0.0,0.0
938,1568.7,0.0,0.0
939,1565,0.0,0.0
940,1561.4,0.0,0.0
941,1557.8,0.0,0.0
942,1554.1,0.0,0.0
943,1550.5,0.0,0.0
944,1546.8,0.0,0.0
945,1543.2,0.0,0.0
946,1539.5,0.0,0.0
947,1535.9,0.0,0.0
948,1532.2,0.0,0.0
949,1528.6,0.0,0.0
950,1524.9,0.0,0.0
951,1521.3,0.0,0.0
952,1517.6,0.0,0.0
953,1513.9,0.0,0.0
954,1510.3,0.0,0.0
955,1506.6,0.0,0.0
956,1503,0.0,0.0
957,1499.3,0.0,0.0
958,1495.7,0.0,0.0
959,1492,0.0,0.0
960,1488.3,0.0,0.0
961,1484.7,0.0,0.0
962,1583.2,0.0,0.0
